Claim,Source Name,Source URL,Verdict,Review Publication Date,Image URL,Tags
Bolsonaro disse que lidou melhor com o desmatamento na Amazônia do que Lula,AFP Checamos,https://checamos.afp.com/doc.afp.com.32MD4Q6,Enganoso,2022-10-29 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTvDb5IxiFGgIYcVRLkjPNJL6x8kOYxZcAENa-OXebn-yzOCQy_,"['Jair Bolsonaro', 'Luiz Inácio Lula da Silva', 'desmatamento da Floresta Amazônica', 'Desflorestação', 'Amazônia']"
"No debate, Bolsonaro disse: Lula defendia que se roubassem celular pra tomar uma cervejinha",AFP Checamos,https://checamos.afp.com/doc.afp.com.32KE3DT,Falso,2022-09-30 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTE2Ey1LU7tGrmBfjBLPkFkBI2QC6-i2WHFwp-G3CvwS4649AM5,"['Debate', 'Jair Bolsonaro', 'Luiz Inácio Lula da Silva', 'Telefone celular']"
Vídeo mostra Lula falando em inglês sobre compra de Viagra para as Forças Armadas,Estadão,https://www.estadao.com.br/estadao-verifica/lula-e-bolsonaro-falando-em-ingles-falso/,Falso,2025-04-09 07:00:00,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcRVLTIkv6S2hAd9UXZcSoAI0yecsjmnQwkb7ngimgTCUHop964p,"['Luiz Inácio Lula da Silva', 'Inglês', 'Forças armadas', 'Vídeo', 'Sildenafil']"
Este vídeo prova que Lula teve um lapso de memória durante o debate presidencial de agosto de 2022,AFP Checamos,https://checamos.afp.com/doc.afp.com.32HC4P2,Enganoso,2022-08-30 07:00:00,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRNKtWdSginjsOqwOgyg8O5TduVcggBM5s24nj4NtNrH4v1_ubb,"['Luiz Inácio Lula da Silva', 'Debate', 'Presidente', 'Debate eleitoral', 'Memória', 'Vídeo', 'Agosto', '2022', 'Prova']"
